x,y,Al,Ca,Fe,K,Mg,Mn,P,Zn,pH
7,2,212.717603536594,224.747609546337,109.166466275837,110.025905437463,44.3166825787194,10.7555887376198,0.255532590962748,0.625792044980668,5.5291229673648
7,3,213.943096710885,296.539957479852,113.232666634122,115.250491231401,47.5813489603702,11.3994686893892,0.619647057734325,0.63997491272628,5.64333415079481
7,4,214.547721791179,417.473149606524,111.861350330699,120.619021207106,50.1346464906991,11.8742052587469,0.952989789714945,0.676584310478092,5.7873020033747
7,5,203.423462593337,556.893499351155,109.163751378052,126.109188046421,58.7074092298124,13.0523553662643,0.61053553851294,0.763291207967916,5.99675635691864
7,6,176.672087456527,730.521064370695,118.432479874707,132.372381230685,70.8280187866346,17.7830341697326,0.301049734939617,0.866470458772283,6.23297679404399
7,7,135.264692955482,837.704244787393,139.193328976147,140.104120364717,92.2047192266393,25.9414097606673,0.416157377971238,1.00108134862643,6.41464252222421
7,8,122.833168091119,738.058847308632,144.371493940814,140.494980451439,98.4947275665097,27.2159411076565,0.632641033266676,1.01937033951765,6.41566258180057
7,9,149.692048714833,523.130217330556,124.212451794432,130.912742197806,77.7781802350739,20.7873226322674,0.800675845357129,0.878902833276525,6.26642334128744
7,10,191.100003332835,334.338961717513,103.728326167065,119.014830646781,55.8905952693474,14.399456953186,0.187561662698948,0.72482625220209,5.93770491990386
7,11,230.432725417471,187.581703301718,94.9077764013485,108.550725503355,41.4240358744603,10.3564063294966,0.00163961372683893,0.567986388469078,5.62416788711657
7,12,249.448043851719,115.837080424035,97.3866710278324,102.152909930918,36.6837093072418,7.8996785892508,0.000123226586448243,0.49524044139184,5.44708682056643
7,13,258.235572500622,108.920866346661,107.126897228865,99.4646540366866,36.551324347204,6.8201065900192,0.000154677135924662,0.499499457400624,5.35565402244347
7,14,251.303327571929,152.28822036298,114.992304461892,99.6035194555844,39.1793864544369,6.69795873354373,0.00111011214479596,0.538365437818241,5.38783178451007
7,15,228.821067688179,244.391017214351,112.890801724117,104.043517953263,44.8248924834921,7.01799603403244,0.0309092744052396,0.614829184317149,5.52199907500784
7,16,198.483822571066,344.640176873272,97.5140046094595,113.591860511139,49.2604083816461,9.42144014272971,0.163431544298265,0.690838478455782,5.74332301531002
7,17,172.264693467008,433.112581805027,86.2831063759947,125.343243055436,51.6076846607074,13.6132389654957,0.333120394692236,0.71418952296741,6.04627348577527
7,18,179.178949962167,517.895032711196,94.5439572125806,135.681645666795,55.4662569314402,18.6940500227701,1.55541264316247,0.746122511413055,6.21317257459245
7,19,216.259264279566,554.088892369336,111.701162149707,143.062394547948,58.8143164617146,23.1661948770818,3.47896940236092,0.7812212103109,6.18365356826786
7,20,231.144120669333,513.102229806878,114.218836123546,142.922778770046,55.3316855346962,21.8513765178708,1.8310914517106,0.73550633065642,6.09422457790755
8,1,212.577388919149,220.460919366772,102.877157168345,116.513242248729,47.9675197662939,11.2883475497287,0.563682900495491,0.634228244530381,5.52007067222012
8,2,214.238746930071,236.161413007675,96.1612581984245,119.093088045046,49.8756408186858,12.1317828236244,1.25542222773897,0.680123685156333,5.54540065931991
8,3,219.363027444603,305.725956734107,97.0644826322025,124.734992382277,52.4470717857205,13.3146892624082,1.28488448870581,0.702952692933776,5.65176324462297
8,4,221.472669917018,412.633510145774,110.753043982819,129.495179610771,54.6022420838606,13.5788666480197,1.09244693443785,0.720779127418256,5.79948316662981
8,5,206.761628505923,539.941541001518,130.506058732894,133.732871313135,61.7847827371011,14.7115276182491,0.752585334391303,0.772837326237463,6.04700034892045
8,6,180.316101914873,655.370726350124,144.901869228215,139.58716119638,71.4164765738519,18.4252390226409,0.728756130909526,0.852816896762584,6.27291303741638
8,7,143.10087748995,759.060929746339,148.831238027012,146.948508788095,88.3841354104788,24.4123353034675,2.11486920688973,0.996103348246285,6.38984406556959
8,8,130.070334750736,757.948307976018,139.235032286223,147.101463713797,93.1105560799662,26.5019524816011,1.85572436761051,1.07151151287566,6.36412936921307
8,9,151.098480811821,648.097378053063,122.660072722228,138.199224939572,75.2941104850548,21.2892163778401,0.42363288641365,0.96956329933841,6.25956192216337
8,10,190.35202593534,460.417360400092,110.10078933738,128.030111628375,57.7519819931619,14.552920041998,0.0447018757728328,0.780063890043534,6.0079831894717
8,11,224.543363653537,275.314932662359,101.907261458636,120.58516470095,45.8736974991167,10.1660566686685,0.000923747373755202,0.594043593795109,5.77711372399579
8,12,237.850032628961,163.955337426572,100.489041800323,115.786897134674,40.0535342940038,7.47877458707915,0.000192749299963488,0.501492277259117,5.62135227558202
8,13,241.89832981513,124.205035557666,107.220014330155,113.672725142518,37.9226105946598,6.22866408017792,0.000458401648705908,0.481382643637416,5.48820600063752
8,14,231.776319866561,177.961445259512,114.285191712705,114.733896792715,40.1472610154384,6.64360916677147,0.00487914241316051,0.534249117843633,5.52196137332367
8,15,213.845323694282,313.005788164971,112.927857320683,120.430257327381,45.2813896993474,7.87181540382518,0.0789915940581381,0.646349644861634,5.69176205013057
8,16,188.845731467813,444.67164392976,96.403995428397,130.72024090317,49.2767848660708,10.5761702069678,0.175787479336626,0.739092092101553,5.92209155419082
8,17,161.935216759475,522.043624577222,81.1604368765417,141.081144042753,52.104534319443,15.2745786469432,0.273186856131148,0.778903101004006,6.2006109057978
8,18,160.074474850682,572.541674820203,89.195615627023,147.56642631008,53.0425118919556,19.3473298057415,1.01822697449837,0.799496612243696,6.34683479391164
8,19,197.787929700064,537.781585303169,109.453396445874,152.983284578351,55.725084736295,16.9089377241705,0.510441712575524,0.74404982750119,6.24999269891702
8,20,217.558139361353,461.119031807631,115.267479562939,151.509142026262,53.8466793547733,13.4787537863662,0.216602567421838,0.663900676306516,6.12926837159158
9,1,229.838217189387,297.168412951842,109.006901479305,124.745863848022,54.0353538839826,14.7469510784701,0.613247835816113,0.677576413004968,5.71491444060515
9,2,236.500857939789,314.051495838898,102.376889879785,128.194483760678,57.5393214706749,16.2586484046616,1.31437598389164,0.731283902987169,5.72910928734354
9,3,244.056050464206,335.112086882666,104.160642832076,133.231367075577,60.4174793838995,16.4856991827859,1.84048363404137,0.769266067888646,5.63685016541681
9,4,236.971615434265,395.344064678333,131.530322639827,136.112013609292,61.1620518574346,17.2107405780228,1.74448934485089,0.811604025530729,5.7217809302002
9,5,214.214358831279,473.831690393053,180.366770323257,134.909527028648,63.6742364735753,18.545844015958,1.24733352775371,0.89466290654871,5.95329974191721
9,6,199.006094149989,525.756016947909,194.607187982757,138.520739182176,68.0447001913701,19.7855814850369,1.77517770621469,0.97585170107574,6.12881571254403
9,7,187.548621910649,554.48075342534,166.757137291402,144.831670504214,72.0737168976083,22.4758556254606,2.51870797173037,1.07904969663651,6.17406104253783
9,8,174.169221483794,632.701682846477,142.724991588762,145.389976956636,76.1736024949294,26.0663075385983,0.493811984476055,1.16708248630794,6.1330044837786
9,9,169.92124278399,733.781864517651,134.295417144885,139.058285709037,74.1218638068592,23.3029894479398,0.0128384117981906,1.09172012808392,6.10577659362651
9,10,191.698189937094,619.778341521598,131.382089882376,132.46246935398,63.433039502418,15.5780811793776,0.00196760713980123,0.864751370129152,6.0062402201741
9,11,229.948632812556,394.962684942447,126.743282816981,130.292012437063,52.9191739219291,9.87335290591969,0.00119094388764719,0.653150445177023,5.8991358520821
9,12,241.512503331029,250.959760324368,117.205881123551,126.462232470524,46.5717034812542,7.36252910358338,0.0020041151486915,0.544806489364632,5.80247958561208
9,13,221.79971464091,193.677709641754,108.503567011812,121.452519074844,41.5775717841139,6.66215873917096,0.0163116844449385,0.51761826031268,5.71785965098523
9,14,214.073032581946,246.829882848014,113.901045543083,122.949945176328,40.7099434200617,7.57727603390728,0.112750884702196,0.601684715982019,5.6935874042738
9,15,217.112135113721,401.970821085325,119.974820145194,130.093067518074,41.6707196510612,10.9749390766083,0.516617760930205,0.793973202800495,5.73423083139205
9,16,211.225783053148,530.066176249188,103.812997996508,141.521115675555,46.1067966212458,14.1447727486398,0.0904905680261266,0.890854695985085,5.94536060383056
9,17,197.620822723467,585.79819454452,85.1817580750148,153.344751116513,52.3065228054952,15.9191417458435,0.0049037789051897,0.892411392939344,6.22885429733937
9,18,185.078024637852,573.936336796089,94.460413656179,157.157341456096,55.054320733624,16.4434922015845,0.0205325819490628,0.844326168806687,6.32091137398606
9,19,186.378031388641,485.256855659632,116.802690943643,159.392956531533,56.9008286663715,10.8989351081268,0.00585221302605305,0.703802692826896,6.25000888959653
9,20,196.324732585853,413.856836687025,122.799752161108,155.219967737675,53.8218650142384,8.4811666370892,0.00674605260542079,0.616252658108731,6.15747995454751
10,1,257.114325896374,317.981029335005,116.016403414905,128.069338293964,54.5371864585543,14.4673453247892,0.0694219316775231,0.644807538344943,5.6836387678162
10,2,265.550985473569,334.139300524915,116.57811718119,131.576432719608,60.0337939135155,16.5266471402843,0.106204302935117,0.69901689801338,5.72706062336428
10,3,259.472353609142,349.378182600857,123.646110044858,136.365907066031,64.3775792456645,17.7808957221854,0.144889989189485,0.77506860044499,5.67517365887377
10,4,236.288881891041,371.771119152717,148.441188711967,139.031298184933,64.1818421379993,18.5136323730584,0.235956548369421,0.848324743214017,5.74869254662309
10,5,217.358752496993,401.921808026115,188.299099184735,137.631913262246,61.0166137827078,18.2878099700869,0.493241564034808,0.934109946848424,5.92328235401505
10,6,216.332427534688,452.058761987432,196.217929608617,140.491891368831,62.2391080754345,18.2377289336631,1.55716819653267,1.02766222564181,6.11134925064919
10,7,215.925323618699,452.152241026088,166.720018795274,145.468231526886,66.3994090065581,19.80915075448,1.9799870500159,1.12750128279081,6.19776253672947
10,8,204.054934883069,569.61809070906,142.048099286731,145.684731219538,72.5263964568325,23.5986394758705,0.167438381690423,1.22188898858416,6.12921261244085
10,9,176.662991543076,865.105319066654,135.654797392545,138.763586638089,74.7878279920351,23.5484784487186,0.00397993083345139,1.23563830759075,6.10047847976597
